from_stop_id,to_stop_id,transfer_type,min_transfer_time
2416,6187652,2,198
2416,6187653,2,198
2415,3690079,2,287
1737,3926380,2,252
3343778,2376,2,180
1950,6263536,2,211
1950,6263537,2,211
3343767,1846,2,180
2313,2314,2,119
2044,4016758,2,200
2044,4016759,2,270
1765,4726927,2,210
2542,4016274,2,316
2542,4016275,2,307
1802,5747295,2,209
2285,4008889,2,198
2196,3747820,2,229
1935,4036662,2,230
1738,4677616,2,194
1738,4677617,2,194
1738,6187653,2,198
1738,6187652,2,198
1889,3716874,2,254
2493,3926395,2,196
2493,3926394,2,220
2542,3764551,2,316
2285,5018190,2,257
2285,4726917,2,186
2285,4726916,2,198
1889,4459241,2,198
1722,3747810,2,195
2050,4036866,2,278
2376,4997014,2,253
2467,4036749,2,216
2467,4036748,2,227
2467,4036747,2,226
1802,6449023,2,238
1786,4023029,2,201
2204,3616889,2,264
2196,5710088,2,229
2204,3616888,2,241
1802,6449024,2,225
1722,4472692,2,247
2205,1659,2,107
1722,4472691,2,254
1722,4472690,2,206
1766,3926396,2,204
1766,3926397,2,217
2260,3926218,2,240
1722,2460,2,480
2542,4036653,2,342
2163,4016759,2,270
2163,4016758,2,200
1722,2468,2,220
1722,2469,2,108
2260,4036745,2,220
2204,4146110,2,277
2467,5747304,2,226
2467,5747305,2,241
2542,5710044,2,342
2467,5747306,2,216
2542,5710045,2,307
1802,6449026,2,323
2542,4459247,2,307
2260,4036746,2,240
1889,4036827,2,257
2050,5018396,2,278
1846,3747817,2,242
1846,3747818,2,233
2285,3716874,2,254
1846,3747815,2,234
1846,3747816,2,228
1846,3747813,2,249
1846,3747814,2,256
2467,3747810,2,195
2205,3765282,2,243
2510,3740330,2,238
2205,3765283,2,216
1846,2224141,2,233
1737,3690079,2,287
1846,2224140,2,233
6591843,2493,2,196
1889,4009641,2,241
2205,3765281,2,243
2204,6263548,2,257
2204,6263549,2,248
1802,4036670,2,218
2376,1647,2,130
2313,4016361,2,249
2044,5747296,2,208
2467,4726914,2,199
2467,4726915,2,199
2196,4036758,2,229
2205,5231600,2,190
2285,4008836,2,198
1802,5151246,2,209
2044,4459234,2,208
2467,3749916,2,226
2375,6591523,2,203
1722,4472689,2,206
2510,3740329,2,251
2542,3749784,2,342
2467,3893335,2,195
1950,5770763,2,244
1950,5770764,2,244
2467,3893336,2,195
1935,5018194,2,220
1950,5770765,2,243
2467,4045022,2,192
1846,3811286,2,229
1935,5018193,2,240
2389,3687443,2,273
1737,4146112,2,252
1949,3672181,2,248
2510,2509,2,72
2467,3747809,2,195
1949,3672182,2,277
1935,5158079,2,220
2099,5018396,2,278
2313,3765192,2,249
2376,6591450,2,217
1950,3690081,2,228
2375,2374,2,79
1935,5158080,2,240
1662,4036760,2,342
2196,4726924,2,229
1786,3813144,2,273
2467,1723,2,263
2313,2053,2,300
2467,1724,2,118
2510,4009647,2,258
2510,4009648,2,281
2285,4036827,2,257
2467,6217415,2,231
1662,5709986,2,342
2467,6217417,2,247
2467,6217416,2,231
1662,5709987,2,307
1950,5231624,2,211
2099,5018335,2,278
1889,1890,2,59
1722,4035038,2,225
1950,5939872,2,201
1722,4035039,2,225
2196,4459246,2,229
1950,3673604,2,190
1950,3673605,2,243
1722,4016359,2,205
1950,3673606,2,228
2313,4016337,2,207
1766,6591450,2,217
2313,4016336,2,229
2313,4016335,2,216
1889,4009665,2,254
2313,4016334,2,233
2285,4726963,2,279
2205,3687059,2,217
1738,4022974,2,195
1738,4022975,2,196
2099,6591453,2,214
2205,5939872,2,201
1881,4009649,2,231
1846,4036754,2,234
1846,4036755,2,236
1949,4199316,2,244
1846,4036752,2,249
1949,4199315,2,226
1846,4036753,2,256
1765,6591523,2,203
1846,2053,2,250
1949,3616889,2,264
1785,3687066,2,229
2205,3687060,2,235
1785,3687065,2,226
2205,3687061,2,190
2205,3687062,2,201
1846,4036756,2,242
1949,3616888,2,241
1950,5231600,2,190
2313,4036755,2,236
2313,4036754,2,234
2313,4036756,2,242
2376,967988,2,180
2313,3765148,2,209
2313,4036753,2,256
1785,3673600,2,226
2313,3765147,2,274
2313,4036752,2,249
1881,4009650,2,222
1949,5922171,2,269
2376,967989,2,180
2396,4459236,2,216
2467,5657328,2,214
1786,3813146,2,224
1662,4036759,2,307
1846,5018187,2,209
1722,5018192,2,226
1846,5018186,2,253
1722,5018190,2,254
1786,3813150,2,279
2205,5231624,2,211
2260,3749918,2,220
2260,3749917,2,240
6591545,2099,2,278
2396,4022972,2,224
1738,3813202,2,228
2467,1715,2,480
2396,4022970,2,273
1738,3813200,2,216
1738,3813201,2,222
2341,6449026,2,323
2260,5158080,2,240
2341,6449023,2,238
2341,6449024,2,225
2510,4036663,2,281
1846,4008204,2,228
1889,3893338,2,186
1889,3893337,2,198
1889,4036659,2,186
1722,4008888,2,225
1722,3716873,2,214
2050,6591453,2,214
1950,4459270,2,201
1950,4459271,2,211
1950,3687060,2,235
1950,3687061,2,190
1950,3687062,2,201
2416,4726741,2,198
2467,4035039,2,225
2467,4035038,2,225
2285,3926215,2,198
2467,3716873,2,214
2285,3926214,2,186
2260,5158079,2,220
1950,3687059,2,217
2285,3926217,2,274
1889,4036660,2,257
2375,4726927,2,210
2510,5747301,2,238
1722,4036749,2,216
1722,4036748,2,227
1722,4036747,2,226
1889,3926214,2,186
1889,3926215,2,198
2510,5747307,2,281
1889,3926217,2,274
3343778,1766,2,180
6591547,1683,2,220
2467,2460,2,480
2395,3673600,2,226
1722,5657328,2,214
2313,5138031,2,261
2313,5138032,2,216
1846,4036658,2,256
1846,4036657,2,236
2467,2469,2,108
2467,2468,2,253
1889,4016359,2,274
3765464,2396,2,279
2341,4024811,2,209
2341,4274268,2,228
1889,4016360,2,198
2341,4024810,2,218
2341,4274267,2,218
1889,3764797,2,186
1889,3764796,2,198
3765464,1786,2,279
2375,3764647,2,203
2467,3749937,2,249
2416,5747298,2,198
2416,5747297,2,196
2341,5151246,2,209
1765,3764647,2,203
1846,3764798,2,249
1846,3764799,2,256
2313,4008204,2,228
2467,5018190,2,254
2467,5018192,2,226
2415,3926272,2,287
2415,3926273,2,275
2467,4472689,2,206
2196,3807626,2,229
2467,3764738,2,265
1722,6217417,2,247
1722,6217415,2,231
1722,6217416,2,231
2196,4016321,2,229
1785,5231602,2,226
1722,4008837,2,269
1802,5121460,2,238
3765460,2396,2,224
1802,5121461,2,225
1802,5121463,2,323
2260,5018194,2,220
2467,3764739,2,247
2260,5018193,2,240
1722,3765153,2,226
1722,3765151,2,254
1949,3672116,2,248
1949,3672117,2,277
1766,2377,2,128
1738,4459235,2,196
2542,3807628,2,249
2467,4472690,2,206
3765458,1786,2,225
2395,2394,2,87
2467,4472691,2,254
2467,4472692,2,247
2204,3672117,2,277
2204,3672116,2,248
1766,4726956,2,279
1766,4726955,2,254
1846,3765148,2,209
1846,3765147,2,274
1785,5231621,2,229
1722,3740559,2,192
3765462,1738,2,196
1766,967989,2,180
1766,967988,2,180
1765,4037045,2,203
2395,3687066,2,229
2395,3687065,2,226
2467,5158081,2,226
2050,4036982,2,278
6613850,2416,2,211
1846,1847,2,95
1662,4016274,2,316
2467,3765151,2,254
1662,4016275,2,307
1722,1724,2,108
1722,1723,2,207
1766,4997014,2,253
2285,3893337,2,198
3765461,1738,2,196
2285,3893338,2,186
1766,4726932,2,229
2007,3747820,2,229
1630,4009647,2,258
1630,4009648,2,281
1846,2102,2,300
2493,4726931,2,220
1949,5922214,2,274
1846,5138169,2,233
1846,5138167,2,261
2341,4036670,2,218
1846,5138168,2,216
2205,6095573,2,201
1785,1784,2,100
2510,1629,2,72
2395,4036631,2,226
2467,4009642,2,269
2467,3765153,2,226
6591547,2493,2,220
1846,4008283,2,225
1722,4045022,2,192
2099,4036982,2,278
2467,5158083,2,216
2467,5158082,2,241
1846,3811232,2,261
1846,3765192,2,249
1630,4036663,2,281
1846,2314,2,125
1786,4459236,2,216
2205,5657303,2,213
2205,5657302,2,216
2341,5747295,2,209
2163,5747296,2,208
2099,3926436,2,214
1662,3764551,2,316
1722,3764738,2,265
1722,3764739,2,247
2396,4726744,2,268
2396,4726743,2,279
2285,3740516,2,257
2204,4199315,2,226
2204,4199316,2,244
2285,5018189,2,198
1935,4036745,2,220
1630,2509,2,72
1949,3687278,2,254
2341,5121460,2,238
1935,4036746,2,240
2341,5121461,2,225
1949,3687277,2,230
2341,5121463,2,323
1722,3749937,2,249
1889,4473118,2,257
2196,5710030,2,229
1779,3687443,2,273
1683,3926394,2,220
1683,3926395,2,196
1722,1715,2,480
2396,5747299,2,202
1722,5747304,2,226
1722,5747305,2,241
1722,5747306,2,216
3343768,2313,2,180
2204,3672182,2,277
2204,3672181,2,248
1722,1166840,2,180
2542,4036760,2,342
1950,1659,2,61
1722,1166841,2,180
1950,5657302,2,216
1722,4037283,2,226
2313,3926212,2,256
2313,3926213,2,249
1766,1767,2,60
2313,3926210,2,209
2542,4036759,2,307
2313,3926211,2,207
1950,5657303,2,213
1786,4726744,2,268
2415,3672112,2,252
1786,4726743,2,279
2415,3672111,2,258
2313,4008283,2,225
2313,3926209,2,216
1722,3749916,2,226
1738,3813147,2,198
2313,3926208,2,233
1738,3813148,2,198
1846,3764802,2,216
1846,3764801,2,228
1846,3764800,2,207
1889,4008836,2,198
2285,3747811,2,198
2285,3747812,2,186
1737,3926272,2,287
1737,3926273,2,275
1722,3764766,2,247
1846,3764803,2,233
1630,1629,2,72
2285,4016360,2,198
2542,5709986,2,342
2416,4023264,2,198
2542,5709987,2,307
2416,4023265,2,198
2050,2100,2,119
2007,4459246,2,229
1935,3765155,2,244
2285,3764796,2,198
1846,5138223,2,229
2285,3764797,2,186
2285,4016359,2,274
1935,3765154,2,230
2050,3764657,2,278
2416,4677616,2,194
2416,4677617,2,194
2467,4473116,2,231
1889,4472691,2,257
2467,4473117,2,231
2467,4473118,2,254
2467,4473119,2,247
1630,5747301,2,238
2395,5231602,2,226
2285,4009665,2,254
1785,2394,2,94
1630,5747307,2,281
2396,4023029,2,201
1722,4459239,2,226
2542,5454899,2,316
1779,3747923,2,256
1779,3747924,2,252
1846,4008890,2,249
2313,5018186,2,253
2313,5018187,2,209
1737,6263542,2,252
1737,6263541,2,258
1889,4726963,2,279
1737,6263540,2,238
3343777,1766,2,180
1722,4459240,2,216
6591548,2376,2,229
1949,6263548,2,257
1949,6263549,2,248
1722,4726914,2,199
1722,4726915,2,199
1949,4146139,2,277
1737,6263539,2,287
1802,4459233,2,228
2007,5710088,2,229
1662,3807628,2,249
2376,4037268,2,217
1737,6263538,2,199
2415,4459273,2,258
2313,4008835,2,209
2415,4459272,2,199
1722,4726963,2,200
2467,4036827,2,254
1846,4016361,2,249
1766,2527,2,101
2467,4009664,2,225
6613813,2416,2,216
1889,4008889,2,198
2050,3764612,2,278
1737,4459272,2,199
2099,2100,2,137
2285,4036750,2,198
2285,4036751,2,186
2313,4008890,2,249
1737,4459273,2,258
2205,3673606,2,228
1722,4473192,2,247
1889,4726917,2,186
1786,5747299,2,202
1846,4016334,2,233
1889,4726916,2,198
1846,4016335,2,216
2395,1784,2,93
1846,4016336,2,229
1846,4016337,2,207
1889,3716944,2,241
1662,5710045,2,307
1662,5710044,2,342
2375,1764,2,137
1766,1647,2,113
3765462,2416,2,196
1846,3893341,2,207
2099,3764612,2,278
1846,3893342,2,228
1846,3893343,2,216
2205,3673605,2,243
2376,6591526,2,229
2205,3673604,2,190
1846,3893344,2,233
1846,3893340,2,256
2415,4036625,2,252
2415,4036626,2,287
2375,5018389,2,203
1722,3764794,2,202
1722,3764795,2,202
2313,5138223,2,229
1889,5018222,2,198
2395,5231621,2,229
1846,3893339,2,249
1722,4473191,2,225
1722,4473190,2,225
1785,4036631,2,226
1683,4726931,2,220
1662,3749784,2,342
1935,3926218,2,240
1846,5138032,2,216
1630,3740310,2,241
1846,5138031,2,261
2467,4036661,2,227
2467,4036660,2,254
1785,4459268,2,229
1889,2286,2,67
2313,4459242,2,249
2313,4459244,2,242
2313,4459243,2,234
1846,4459244,2,242
1846,4459243,2,234
1846,4459242,2,249
2205,4459270,2,201
2205,4459271,2,211
2205,2539,2,111
2007,5710030,2,229
2467,3764766,2,247
2313,1847,2,88
1630,3740329,2,251
1722,3740516,2,254
1722,3740517,2,269
1950,6095573,2,201
1738,4036665,2,198
1722,3740515,2,214
2376,2377,2,153
2285,3716944,2,241
2376,1767,2,79
2467,3740559,2,192
2204,3687277,2,230
2204,3687278,2,254
2467,3764794,2,202
2467,3764795,2,202
2415,5231597,2,287
2415,5231596,2,252
2467,4016359,2,205
2313,3811286,2,229
2313,4036657,2,236
2313,4036658,2,256
1765,2374,2,79
1889,3740516,2,257
6591544,1765,2,203
1662,4459247,2,307
2007,4016321,2,229
2416,3813202,2,228
2416,3813200,2,216
1722,4472773,2,192
2416,3813201,2,222
1722,4472774,2,227
2205,5770765,2,243
1846,4726921,2,236
2205,5770763,2,244
1846,4726922,2,242
2205,5770764,2,244
3765459,1786,2,231
1737,3672111,2,258
1737,3672112,2,252
2313,3893339,2,249
2375,4037045,2,203
1846,4726918,2,249
1846,4726919,2,256
2163,4017041,2,200
2163,4017040,2,270
1802,4274267,2,218
2260,3765155,2,244
2285,4473118,2,257
1802,4274268,2,228
2260,3765154,2,230
2260,4036662,2,230
2285,4472691,2,257
1846,4726920,2,234
2313,3893343,2,216
2313,3893344,2,233
2163,4459234,2,208
2313,3893341,2,207
2313,3893342,2,228
2396,3749984,2,224
2205,3690081,2,228
2313,3893340,2,256
2341,4459233,2,228
2204,5922214,2,274
2313,3764799,2,256
2395,4459268,2,229
1935,4459238,2,244
2260,4472771,2,244
2260,4472772,2,230
1630,3740330,2,238
2467,3740517,2,269
2313,3764798,2,249
1846,3926208,2,233
2313,3811232,2,261
1949,4146110,2,277
1949,3672269,2,248
2313,4726918,2,249
2313,4726919,2,256
2510,4459237,2,238
2467,3740515,2,214
2467,3740516,2,254
1765,1764,2,103
2205,3690050,2,219
2205,3690051,2,219
2007,4036758,2,229
1737,5231625,2,199
1737,5231626,2,258
1846,3926211,2,207
1662,4036653,2,342
1846,3926210,2,209
2467,3926217,2,205
1889,3747811,2,198
1846,3926213,2,249
2260,4037282,2,220
1846,3926212,2,256
1889,3747812,2,186
2415,3813316,2,216
1846,3926209,2,216
2467,5657267,2,189
2099,6591524,2,278
2415,3813317,2,207
2467,5657268,2,199
2313,4726921,2,236
2313,4726922,2,242
2313,4726920,2,234
